_frac	residential_loss_usd	commercial_loss_usd	total_property_loss_usd	annual_tax_base_loss	superfund_flag	silicosis_cases	fibrosis_cases	hearing_loss_cases	fatal_injuries	kids_neuro_impaired	adult_cancer_cases	worker_health_cost_usd	community_health_cost_usd	total_health_cost_usd	ltc_annual_cases	ltc_annual_cost_usd	ltc_medicaid_cost_usd	ltc_capacity_shortfall	families_displaced_ltc	water_upgrade_capex_usd	water_om_annual_usd	em_annual_usd	sped_annual_usd	ph_surveillance_usd	mental_health_usd	municipal_annual_usd	tax_revenue_loss_usd	effective_deficit_usd	fiscal_stress_ratio	fiscal_collapse_flag	medicaid_annual_usd	unfunded_cleanup_usd	perpetual_treatment_usd	tourism_tax_loss_usd	ihs_obligation_usd	state_annual_load_usd	power_demand_mw	grid_reserve_margin	grid_stress_flag	transmission_capex_usd	ratepayer_burden_usd	water_stress_ratio	water_conflict_flag	road_maint_annual_usd	ems_response_time_min	sulfate_mg_l	wells_contaminated	forced_migrants	tailings_failed
98	0.68	734672000.0	151519430.4109589	886191430.4109589	9925344.02060274	True	56	77	238	2.03	409	45	151578000.0	510150000	661728000.0	531	28424000	17622880.0	0	0	20017200	4216000	3199200.0	10020500	1054000	384285	18873985.0	9925344.02060274	28799329.02060274	0.3789956827309237	True	21729080.0	864000000.0	45000000.0	76888299.66743271	6985966.671502599	150603346.33893532	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	9.153369008027704	2383	2329	True
99	0.68	734672000.0	151406378.08219177	886078378.0821917	9924077.834520547	True	56	77	238	2.03	409	45	151578000.0	510150000	661728000.0	531	28424000	17622880.0	0	0	19950000	4216000	3199200.0	10020500	1054000	382800	18872500.0	9924077.834520547	28796577.83452055	0.3789658634538153	True	21709480.0	864000000.0	45000000.0	76623624.19889621	6932968.559826599	150266072.75872284	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	9.12186002367812	2375	2320	True
100	0.68	734672000.0	151280764.38356164	885952764.3835616	9922670.96109589	True	56	77	238	2.03	409	45	151578000.0	510150000	661728000.0	531	28424000	17622880.0	0	0	19882800	4216000	3199200.0	10020500	1054000	381150	18870850.0	9922670.96109589	28793520.961095892	0.3789327309236948	True	21689880.0	864000000.0	45000000.0	76359859.83261907	6880152.88553158	149929892.71815065	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	9.090459503883222	2367	2310	True
101	0.68	734672000.0	151167712.0547945	885839712.0547945	9921404.775013698	True	56	77	238	2.03	409	44	151578000.0	509720000	661298000.0	530	28330000	17564600.0	0	0	19815600	4216000	3199200.0	10020500	1054000	379665	18869365.0	9921404.775013698	28790769.7750137	0.37890291164658635	True	21621800.0	864000000.0	45000000.0	76097003.43228026	6827519.020606594	149546322.45288685	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	9.059167075271459	2359	2301	True
102	0.68	734672000.0	151054659.7260274	885726659.7260274	9920138.588931506	True	56	77	238	2.03	409	44	151578000.0	509720000	661298000.0	530	28330000	17564600.0	0	0	19740000	4216000	3199200.0	10020500	1054000	378180	18867880.0	9920138.588931506	28788018.58893151	0.3788730923694779	True	21602200.0	864000000.0	45000000.0	75835051.87235492	6775066.339202499	149212318.21155742	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	9.02798236575654	2350	2292	True
103	0.68	734672000.0	150929046.02739725	885601046.0273973	9918731.71550685	True	56	77	238	2.03	409	44	151578000.0	509720000	661298000.0	530	28330000	17564600.0	0	0	19672800	4216000	3199200.0	10020500	1054000	376530	18866230.0	9918731.71550685	28784961.71550685	0.3788399598393574	True	21582600.0	864000000.0	45000000.0	75574002.03807732	6722794.217624529	148879396.25570184	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.996905004533014	2342	2282	True
104	0.68	734672000.0	150815993.69863012	885487993.6986301	9917465.529424656	True	56	77	238	2.03	409	44	151578000.0	509720000	661298000.0	530	28330000	17564600.0	0	0	19605600	4216000	3199200.0	10020500	1054000	375045	18864745.0	9917465.529424656	28782210.529424656	0.378810140562249	True	21572800.0	864000000.0	45000000.0	75313850.82540365	6670702.034324871	148557352.85972852	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.965934622071861	2334	2273	True
105	0.68	734672000.0	150702941.36986303	885374941.369863	9916199.343342466	True	56	77	238	2.03	409	44	151578000.0	509720000	661298000.0	530	28330000	17564600.0	0	0	19538400	4216000	3199200.0	10020500	1054000	373560	18863260.0	9916199.343342466	28779459.34334247	0.37878032128514055	True	21553200.0	864000000.0	45000000.0	75054595.14097528	6618789.169895287	148226584.3108706	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.935070850116103	2326	2264	True
106	0.68	734672000.0	150577327.67123288	885249327.6712329	9914792.46991781	True	56	77	238	2.03	409	44	151578000.0	509720000	661298000.0	530	28330000	17564600.0	0	0	19471200	4216000	3199200.0	10020500	1054000	371910	18861610.0	9914792.46991781	28776402.46991781	0.37874718875502006	True	21533600.0	864000000.0	45000000.0	74796231.90208189	6567055.007059731	147896886.90914163	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.904313321676415	2318	2254	True
107	0.68	734672000.0	150464275.34246573	885136275.3424658	9913526.283835616	True	56	77	238	2.03	409	44	151578000.0	509720000	661298000.0	530	28330000	17564600.0	0	0	19404000	4216000	3199200.0	10020500	1054000	370425	18860125.0	9913526.283835616	28773651.283835616	0.3787173694779116	True	21523800.0	864000000.0	45000000.0	74538758.03662497	6515498.9306670455	147578056.967292	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.873661671026781	2310	2245	True
108	0.68	734672000.0	150351223.01369864	885023223.0136986	9912260.097753424	True	56	77	238	2.03	409	43	151578000.0	509290000	660868000.0	529	28236000	17506320.0	0	0	19336800	4216000	3199200.0	10020500	1054000	368940	18858640.0	9912260.097753424	28770900.097753424	0.3786875502008032	True	21445920.0	864000000.0	45000000.0	74282170.48308104	6464120.327683607	147192210.81076464	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.843115533700123	2302	2236	True
109	0.68	734672000.0	150238170.6849315	884910170.6849315	9910993.911671232	True	56	77	238	2.03	409	43	151578000.0	509290000	660868000.0	529	28236000	17506320.0	0	0	19269600	4216000	3199200.0	10020500	1054000	367455	18857155.0	9910993.911671232	28768148.911671232	0.37865773092369476	True	21426320.0	864000000.0	45000000.0	74026466.19046561	6412918.587186092	146865704.77765173	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.812674546484002	2294	2227	True
110	0.68	734672000.0	150125118.35616437	884797118.3561643	9909727.72558904	True	56	77	238	2.03	409	43	151578000.0	509290000	660868000.0	529	28236000	17506320.0	0	0	19202400	4216000	3199200.0	10020500	1054000	365970	18855670.0	9909727.72558904	28765397.72558904	0.3786279116465863	True	21416520.0	864000000.0	45000000.0	73771642.1182965	6361893.100354132	146550055.21865064	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.78233834741625	2286	2218	True
111	0.68	734672000.0	150012066.02739725	884684066.0273973	9908461.539506849	True	56	77	238	2.03	409	43	151578000.0	509290000	660868000.0	529	28236000	17506320.0	0	0	19143600	4216000	3199200.0	10020500	1054000	364485	18854185.0	9908461.539506849	28762646.53950685	0.3785980923694779	True	21396920.0	864000000.0	45000000.0	73517695.23655799	6311043.26046316	146225658.49702114	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.752106575780713	2279	2209	True
112	0.68	734672000.0	149899013.69863012	884571013.6986301	9907195.353424657	True	56	77	238	2.03	409	43	151578000.0	509290000	660868000.0	529	28236000	17506320.0	0	0	19076400	4216000	3199200.0	10020500	1054000	363000	18852700.0	9907195.353424657	28759895.353424657	0.37856827309236946	True	21387120.0	864000000.0	45000000.0	73264622.52566469	6260368.462877144	145912110.98854184	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.72197887210294	2271	2200	True
113	0.68	734672000.0	149785961.369863	884457961.369863	9905929.167342465	True	56	77	238	2.03	409	43	151578000.0	509290000	660868000.0	529	28236000	17506320.0	0	0	19009200	4216000	3199200.0	10020500	1054000	361515	18851215.0	9905929.167342465	28757144.167342465	0.378538453815261	True	21367520.0	864000000.0	45000000.0	73012420.9764256	6209868.105041413	145589809.081467	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.691954878145905	2263	2191	True
114	0.68	734672000.0	149672909.04109588	884344909.0410959	9904662.981260274	True	56	77	238	2.03	409	42	151578000.0	508860000	660438000.0	528	28142000	17448040.0	0	0	18942000	4216000	3199200.0	10020500	1054000	360030	18849730.0	9904662.981260274	28754392.981260274	0.3785086345381526	True	21289640.0	864000000.0	45000000.0	72761087.59000842	6159541.586475496	145210269.17648393	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.662034236905765	2255	2182	True
115	0.68	734672000.0	149559856.71232873	884231856.7123287	9903396.795178082	True	56	77	238	2.03	409	42	151578000.0	508860000	660438000.0	528	28142000	17448040.0	0	0	18874800	4216000	3199200.0	10020500	1054000	358545	18848245.0	9903396.795178082	28751641.79517808	0.37847881526104415	True	21279840.0	864000000.0	45000000.0	72510619.3779038	6109388.308765978	144899847.6866698	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.632216592607596	2247	2173	True
116	0.68	734672000.0	149446804.38356164	884118804.3835616	9902130.60909589	True	56	77	238	2.03	409	42	151578000.0	508860000	660438000.0	528	28142000	17448040.0	0	0	18816000	4216000	3199200.0	10020500	1054000	357060	18846760.0	9902130.60909589	28748890.60909589	0.3784489959839357	True	21260240.0	864000000.0	45000000.0	72261013.3618899	6059407.67555938	144580661.03744927	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.602501590701177	2240	2164	True
117	0.68	734672000.0	149333752.05479452	884005752.0547945	9900864.423013698	True	56	77	238	2.03	409	42	151578000.0	508860000	660438000.0	528	28142000	17448040.0	0	0	18748800	4216000	3199200.0	10020500	1054000	355575	18845275.0	9900864.423013698	28746139.4230137	0.3784191767068273	True	21240640.0	864000000.0	45000000.0	72012266.57399683	6009599.092555077	144262505.66655192	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.572888877856764	2232	2155	True
118	0.68	734672000.0	149220699.7260274	883892699.7260274	9899598.236931507	True	56	77	238	2.03	409	42	151578000.0	508860000	660438000.0	528	28142000	17448040.0	0	0	18681600	4216000	3199200.0	10020500	1054000	354090	18843790.0	9899598.236931507	28743388.236931507	0.37838935742971885	True	21230840.0	864000000.0	45000000.0	71764376.05647153	5959961.967498227	143955178.02396974	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.543378101960895	2224	2146	True
119	0.68	734672000.0	149120208.76712328	883792208.7671232	9898472.73819178	True	56	77	238	2.03	409	42	151578000.0	508860000	660438000.0	528	28142000	17448040.0	0	0	18622800	4216000	3199200.0	10020500	1054000	352770	18842470.0	9898472.73819178	28740942.73819178	0.3783628514056225	True	21211240.0	864000000.0	45000000.0	71517338.86174248	5910495.710172722	143639074.5719152	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.513968912112201	2217	2138	True
120	0.68	734672000.0	149007156.43835613	883679156.4383562	9897206.55210959	True	56	77	238	2.03	409	42	151578000.0	508860000	660438000.0	528	28142000	17448040.0	0	0	18555600	4216000	3199200.0	10020500	1054000	351285	18840985.0	9897206.55210959	28738191.55210959	0.37833303212851405	True	21201440.0	864000000.0	45000000.0	71271152.05238476	5861199.73239419	143333791.78477895	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.484660958617235	2209	2129	True
121	0.68	734672000.0	148894104.10958904	883566104.1095891	9895940.366027398	True	56	77	238	2.03	409	41	151578000.0	508430000	660008000.0	527	28048000	17389760.0	0	0	18488400	4216000	3199200.0	10020500	1054000	349800	18839500.0	9895940.366027398	28735440.3660274	0.3783032128514056	True	21123560.0	864000000.0	45000000.0	71025812.70108499	5812073.448002969	142961446.14908794	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.455453892986307	2201	2120	True
122	0.68	734672000.0	148781051.7808219	883453051.7808219	9894674.179945206	True	56	77	238	2.03	409	41	151578000.0	508430000	660008000.0	527	28048000	17389760.0	0	0	18429600	4216000	3199200.0	10020500	1054000	348315	18838015.0	9894674.179945206	28732689.179945208	0.3782733935742972	True	21103960.0	864000000.0	45000000.0	70781317.89060663	5763116.272857183	142648394.16346383	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.42634736792936	2194	2111	True
123	0.68	734672000.0	148680560.8219178	883352560.8219178	9893548.68120548	True	56	77	238	2.03	409	41	151578000.0	508430000	660008000.0	527	28048000	17389760.0	0	0	18362400	4216000	3199200.0	10020500	1054000	346995	18836695.0	9893548.68120548	28730243.68120548	0.3782468875502008	True	21094160.0	864000000.0	45000000.0	70537664.71375519	5714327.624825741	142346152.33858094	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.397341037351808	2186	2103	True
124	0.68	734672000.0	148567508.49315068	883239508.4931507	9892282.495123288	True	56	77	238	2.03	409	41	151578000.0	508430000	660008000.0	527	28048000	17389760.0	0	0	18303600	4216000	3199200.0	10020500	1054000	345510	18835210.0	9892282.495123288	28727492.49512329	0.37821706827309237	True	21074560.0	864000000.0	45000000.0	70294850.2733438	5665706.923781461	142035117.19712526	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.368434556350453	2179	2094	True
125	0.68	734672000.0	148454456.16438356	883126456.1643835	9891016.309041096	True	56	77	238	2.03	409	41	151578000.0	508430000	660008000.0	527	28048000	17389760.0	0	0	18236400	4216000	3199200.0	10020500	1054000	344025	18833725.0	9891016.309041096	28724741.309041098	0.37818724899598394	True	21064760.0	864000000.0	45000000.0	70052871.68215871	5617253.591594158	141734885.27375287	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.339627581209369	2171	2085	True
126	0.68	734672000.0	148353965.20547944	883025965.2054794	9889890.810301369	True	56	77	238	2.03	409	41	151578000.0	508430000	660008000.0	527	28048000	17389760.0	0	0	18177600	4216000	3199200.0	10020500	1054000	342705	18832405.0	9889890.810301369	28722295.81030137	0.37816074297188756	True	21045160.0	864000000.0	45000000.0	69811726.06292476	5568967.052123745	141425853.1150485	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.310919769395806	2164	2077	True
127	0.68	734672000.0	148240912.87671232	882912912.8767123	9888624.624219177	True	56	77	238	2.03	409	41	151578000.0	508430000	660008000.0	527	28048000	17389760.0	0	0	18110400	4216000	3199200.0	10020500	1054000	341220	18830920.0	9888624.624219177	28719544.62421918	0.37813092369477913	True	21035360.0	864000000.0	45000000.0	69571410.54827158	5520846.731213426	141127617.27948502	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.28231077955614	2156	2068	True
128	0.68	734672000.0	148140421.9178082	882812421.9178082	9887499.125479452	True	56	77	238	2.03	409	40	151578000.0	508000000	659578000.0	526	27954000	17331480.0	0	0	18051600	4216000	3199200.0	10020500	1054000	339900	18829600.0	9887499.125479452	28717099.125479452	0.37810441767068276	True	20957480.0	864000000.0	45000000.0	69331922.28069904	5472892.056682833	140762294.33738187	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.25380027151179	2149	2060	True
129	0.68	734672000.0	148027369.58904108	882699369.5890411	9886232.93939726	True	56	77	238	2.03	409	40	151578000.0	508000000	659578000.0	526	27954000	17331480.0	0	0	17984400	4216000	3199200.0	10020500	1054000	338415	18828115.0	9886232.93939726	28714347.93939726	0.3780745983935743	True	20947680.0	864000000.0	45000000.0	69093258.41254365	5425102.458321241	140466040.8708649	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.225387906255197	2141	2051	True
130	0.68	734672000.0	147926878.63013697	882598878.630137	9885107.440657534	True	56	77	238	2.03	409	40	151578000.0	508000000	659578000.0	526	27954000	17331480.0	0	0	17925600	4216000	3199200.0	10020500	1054000	337095	18826795.0	9885107.440657534	28711902.440657534	0.3780480923694779	True	20928080.0	864000000.0	45000000.0	68855416.10594445	5377477.367880781	140160973.47382525	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.197073345945768	2134	2043	True
131	0.68	734672000.0	147813826.30136988	882485826.3013699	9883841.254575342	True	56	77	238	2.03	409	40	151578000.0	508000000	659578000.0	526	27954000	17331480.0	0	0	17866800	4216000	3199200.0	10020500	1054000	335610	18825310.0	9883841.254575342	28709151.254575342	0.37801827309236946	True	20918280.0	864000000.0	45000000.0	68618392.53280939	5330016.2190696895	139866688.75187907	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.16885625390588	2127	2034	True
132	0.68	734672000.0	147713335.34246576	882385335.3424658	9882715.755835617	True	56	77	238	2.03	409	40	151578000.0	508000000	659578000.0	526	27954000	17331480.0	0	0	17799600	4216000	3199200.0	10020500	1054000	334290	18823990.0	9882715.755835617	28706705.755835615	0.3779917670682731	True	20898680.0	864000000.0	45000000.0	68382184.87478165	5282718.447545564	139563583.32232723	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.140736294616863	2119	2026	True
133	0.68	734672000.0	147600283.01369864	882272283.0136986	9881449.569753423	True	56	77	238	2.03	409	40	151578000.0	508000000	659578000.0	526	27954000	17331480.0	0	0	17740800	4216000	3199200.0	10020500	1054000	332805	18822505.0	9881449.569753423	28703954.569753423	0.37796194779116465	True	20888880.0	864000000.0	45000000.0	68146790.32320614	5235583.490908658	139271253.8141148	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.112713133715017	2112	2017	True
134	0.68	734672000.0	147499792.0547945	882171792.0547945	9880324.071013698	True	56	77	238	2.03	409	40	151578000.0	508000000	659578000.0	526	27954000	17331480.0	0	0	17682000	4216000	3199200.0	10020500	1054000	331485	18821185.0	9880324.071013698	28701509.071013696	0.3779354417670683	True	20869280.0	864000000.0	45000000.0	67912206.07909615	5188610.788695208	138970096.86779135	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.084786437987638	2105	2009	True
135	0.68	734672000.0	147399301.0958904	882071301.0958904	9879198.572273972	True	56	77	238	2.03	409	39	151578000.0	507570000	659148000.0	525	27860000	17273200.0	0	0	17623200	4216000	3199200.0	10020500	1054000	330165	18819865.0	9879198.572273972	28699063.57227397	0.3779089357429719	True	20801200.0	864000000.0	45000000.0	67678429.35309997	5141799.782370734	138621429.13547072	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.056955875369045	2098	2001	True
136	0.68	734672000.0	147286248.76712325	881958248.7671232	9877932.38619178	True	56	77	238	2.03	409	39	151578000.0	507570000	659148000.0	525	27860000	17273200.0	0	0	17556000	4216000	3199200.0	10020500	1054000	328680	18818380.0	9877932.38619178	28696312.386191778	0.3778791164658635	True	20781600.0	864000000.0	45000000.0	67445457.36546783	5095149.91532344	138322207.28079128	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.029221114936647	2090	1992	True
137	0.68	734672000.0	147185757.80821916	881857757.8082192	9876806.887452055	True	56	77	238	2.03	409	39	151578000.0	507570000	659148000.0	525	27860000	17273200.0	0	0	17497200	4216000	3199200.0	10020500	1054000	327360	18817060.0	9876806.887452055	28693866.887452055	0.37785261044176705	True	20771800.0	864000000.0	45000000.0	67213287.34601876	5048660.632857565	138033747.97887632	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	8.001581826906994	2083	1984	True
138	0.68	734672000.0	147085266.84931505	881757266.849315	9875681.388712328	True	56	77	238	2.03	409	39	151578000.0	507570000	659148000.0	525	27860000	17273200.0	0	0	17438400	4216000	3199200.0	10020500	1054000	326040	18815740.0	9875681.388712328	28691421.388712328	0.37782610441767067	True	20752200.0	864000000.0	45000000.0	66981916.53410766	5002331.3821867965	137736447.91629446	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.974037682631865	2076	1976	True
139	0.68	734672000.0	146972214.52054793	881644214.5205479	9874415.202630136	True	56	77	238	2.03	409	39	151578000.0	507570000	659148000.0	525	27860000	17273200.0	0	0	17379600	4216000	3199200.0	10020500	1054000	324555	18814255.0	9874415.202630136	28688670.202630136	0.37779628514056224	True	20742400.0	864000000.0	45000000.0	66751342.17859262	4956161.612427712	137449903.79102033	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.946588354594359	2069	1967	True
140	0.68	734672000.0	146871723.56164384	881543723.5616438	9873289.703890411	True	56	77	238	2.03	409	39	151578000.0	507570000	659148000.0	525	27860000	17273200.0	0	0	17320800	4216000	3199200.0	10020500	1054000	323235	18812935.0	9873289.703890411	28686224.703890413	0.37776977911646586	True	20722800.0	864000000.0	45000000.0	66521561.53780197	4910150.774593204	137154512.3123952	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.919233516404996	2062	1959	True
141	0.68	734672000.0	146771232.60273972	881443232.6027397	9872164.205150684	True	56	77	238	2.03	409	39	151578000.0	507570000	659148000.0	525	27860000	17273200.0	0	0	17262000	4216000	3199200.0	10020500	1054000	321915	18811615.0	9872164.205150684	28683779.205150686	0.3777432730923695	True	20713000.0	864000000.0	45000000.0	66292571.87950184	4864298.3215859635	136869870.2010878	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.891972842797838	2055	1951	True
142	0.68	734672000.0	146670741.6438356	881342741.6438355	9871038.706410958	True	56	77	238	2.03	409	39	151578000.0	507570000	659148000.0	525	27860000	17273200.0	0	0	17194800	4216000	3199200.0	10020500	1054000	320595	18810295.0	9871038.706410958	28681333.70641096	0.3777167670682731	True	20693400.0	864000000.0	45000000.0	66064370.48086363	4818603.70819198	136576374.18905562	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.864806009626623	2047	1943	True
143	0.68	734672000.0	146570250.68493152	881242250.6849315	9869913.207671233	True	56	77	238	2.03	409	38	151578000.0	507140000	658718000.0	524	27766000	17214920.0	0	0	17136000	4216000	3199200.0	10020500	1054000	319275	18808975.0	9869913.207671233	28678888.207671233	0.3776902610441767	True	20625320.0	864000000.0	45000000.0	65836954.628431626	4773066.391074047	136235341.01950568	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.837732693860908	2040	1935	True
144	0.68	734672000.0	146469759.7260274	881141759.7260274	9868787.708931506	True	56	77	238	2.03	409	38	151578000.0	507140000	658718000.0	524	27766000	17214920.0	0	0	17077200	4216000	3199200.0	10020500	1054000	317955	18807655.0	9868787.708931506	28676442.708931506	0.3776637550200803	True	20605720.0	864000000.0	45000000.0	65610321.618090786	4727685.828765321	135943727.4468561	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.810752573582236	2033	1927	True
145	0.68	734672000.0	146369268.76712328	881041268.7671232	9867662.21019178	True	56	77	238	2.03	409	38	151578000.0	507140000	658718000.0	524	27766000	17214920.0	0	0	17018400	4216000	3199200.0	10020500	1054000	316635	18806335.0	9867662.21019178	28673997.21019178	0.37763724899598394	True	20595920.0	864000000.0	45000000.0	65384468.75503448	4682461.481662856	135662850.23669735	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.783865327980295	2026	1919	True
146	0.68	734672000.0	146268777.80821916	880940777.8082192	9866536.711452056	True	56	77	238	2.03	409	38	151578000.0	507140000	658718000.0	524	27766000	17214920.0	0	0	16959600	4216000	3199200.0	10020500	1054000	315315	18805015.0	9866536.711452056	28671551.711452056	0.37761074297188757	True	20576320.0	864000000.0	45000000.0	65159393.35373256	4637392.81202121	135373106.16575375	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.7570706373491145	2019	1911	True
147	0.68	734672000.0	146168286.84931505	880840286.849315	9865411.212712329	True	56	77	238	2.03	409	38	151578000.0	507140000	658718000.0	524	27766000	17214920.0	0	0	16900800	4216000	3199200.0	10020500	1054000	313995	18803695.0	9865411.212712329	28669106.21271233	0.37758423694779114	True	20566520.0	864000000.0	45000000.0	64935092.73789935	4592479.283946035	135094092.02184537	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.730368183083256	2012	1903	True
148	0.68	734672000.0	146067795.89041093	880739795.8904109	9864285.713972602	True	56	77	238	2.03	409	38	151578000.0	507140000	658718000.0	524	27766000	17214920.0	0	0	16850400	4216000	3199200.0	10020500	1054000	312675	18802375.0	9864285.713972602	28666660.713972602	0.37755773092369477	True	20556720.0	864000000.0	45000000.0	64711564.24046188	4547720.363387725	134816004.60384962	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.703757647674034	2006	1895	True
149	0.68	734672000.0	145967304.93150684	880639304.9315069	9863160.215232877	True	56	77	238	2.03	409	38	151578000.0	507140000	658718000.0	524	27766000	17214920.0	0	0	16791600	4216000	3199200.0	10020500	1054000	311355	18801055.0	9863160.215232877	28664215.21523288	0.3775312248995984	True	20537120.0	864000000.0	45000000.0	64488805.20352813	4503115.518135036	134529040.72166318	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.677238714705729	1999	1887	True
150	0.68	734672000.0	145866813.97260273	880538813.9726027	9862034.71649315	True	56	77	238	2.03	409	37	151578000.0	506710000	658288000.0	523	27672000	17156640.0	0	0	16732800	4216000	3199200.0	10020500	1054000	310035	18799735.0	9862034.71649315	28661769.716493152	0.377504718875502	True	20469040.0	864000000.0	45000000.0	64266812.978355415	4458664.217808789	134194517.19616419	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.650811068851836	1992	1879	True
151	0.68	734672000.0	145766323.0136986	880438323.0136986	9860909.217753423	True	56	77	238	2.03	409	37	151578000.0	506710000	658288000.0	523	27672000	17156640.0	0	0	16674000	4216000	3199200.0	10020500	1054000	308715	18798415.0	9860909.217753423	28659324.217753425	0.37747821285140565	True	20449440.0	864000000.0	45000000.0	64045584.92531897	4414365.933855536	133909390.8591745	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.624474395871306	1985	1871	True
152	0.68	734672000.0	145665832.05479452	880337832.0547945	9859783.719013698	True	56	77	238	2.03	409	37	151578000.0	506710000	658288000.0	523	27672000	17156640.0	0	0	16615200	4216000	3199200.0	10020500	1054000	307395	18797095.0	9859783.719013698	28656878.7190137	0.3774517068273092	True	20439640.0	864000000.0	45000000.0	63825118.413880475	4370220.139541304	133634978.55342177	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.598228382604818	1978	1863	True
153	0.68	734672000.0	145565341.0958904	880237341.0958904	9858658.220273972	True	56	77	238	2.03	409	37	151578000.0	506710000	658288000.0	523	27672000	17156640.0	0	0	16556400	4216000	3199200.0	10020500	1054000	306075	18795775.0	9858658.220273972	28654433.22027397	0.37742520080321285	True	20420040.0	864000000.0	45000000.0	63605410.82255679	4326226.309945299	133351677.1325021	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.5720727169710464	1971	1855	True
154	0.68	734672000.0	145464850.1369863	880136850.1369863	9857532.721534247	True	56	77	238	2.03	409	37	151578000.0	506710000	658288000.0	523	27672000	17156640.0	0	0	16497600	4216000	3199200.0	10020500	1054000	304755	18794455.0	9857532.721534247	28651987.721534245	0.3773986947791165	True	20410240.0	864000000.0	45000000.0	63386459.538888864	4282383.921953697	133079083.46084256	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.546007087962959	1964	1847	True
155	0.68	734672000.0	145376920.5479452	880048920.5479453	9856547.910136987	True	56	77	238	2.03	409	37	151578000.0	506710000	658288000.0	523	27672000	17156640.0	0	0	16447200	4216000	3199200.0	10020500	1054000	303600	18793300.0	9856547.910136987	28649847.910136987	0.3773755020080321	True	20400440.0	864000000.0	45000000.0	63168261.95941055	4238692.4542534	132807394.41366395	0	0.13	False	0	0	0.19090909090909092	False	3200000.0	28	7.520031185644114	1958	1840	True
